EC,NH3N,O2-Dis,TEMP,pH
110,0.03,7.3,27.3,7.9
78,0.1,10.4,14.8,7.2
117,0.01,10.6,11,7.7
110,0.02,10.5,12,7.4
102,0.01,10.7,9.4,7.6
100,0.1,10.7,11.8,7.3
130,0.1,10.2,13.4,6.9
120,0.02,9.5,17,7.8
96,0.15,9.1,19.8,7.1
109,0.01,7.6,26.4,7.5
87,0.08,8.1,22.8,7.5
80,0.1,9.2,19.5,7
106,0.01,9.1,18.8,7.6
108,0.1,9.9,14,6.8
120,0.1,11.8,8.4,7.3
112,0.01,8.9,18.1,7.6
106,0.01,9.3,16.7,7.6
116,0.01,9.5,15.6,7.6
125,0.1,9.3,17,7
189,0.01,9,13.5,7.6
113,0.01,9.8,14.5,7.5
543,0.02,10.4,10.9,7.5
91,0.01,11.5,9,7.4
115,0.02,8.7,20.3,7.5
129,0.01,8,24.1,7.6
112,0.1,8.3,24.5,7
85,0.01,8.3,23.4,7.3
96,0.1,8.4,23.2,6.7
113,0.02,8.6,19.8,7.5
96,0.1,10.9,7,6.6
72,0.01,10.4,13.6,7.4
95,0.01,9.9,14.3,7.8
132,0.01,8.8,20,7.4
111,0.01,9,20.2,7.7
115,0.02,8.7,21.7,7.5
87,0.05,8.4,25.4,7.6
113,0.01,8.3,25.1,7.4
80,0.1,12.5,6.2,6.7
101,0.1,9.7,15.6,6.7
127,0.02,8.5,20.1,7.4
109,0.01,10.8,12.2,7.9
130,0.1,11.2,8.2,6.6
252,0.01,10,15.5,7.6
112,0.02,9.9,15.2,7.5
119,0.02,8.7,21.5,7.5
72,0.01,8.5,21.8,7.5
84.8,0.01,8.6,23.6,7.6
529,0.01,8.1,24,7.3
107,0.13,9.7,16.1,7.4
116,0.03,9.3,18,7.1
77,0.01,9.2,17,7.5
111,0.04,7.8,26.5,7.5
125,0.02,8.2,19.4,7.6
107,0.1,8.6,25.9,7.3
198,0.01,8.4,24.1,7.2
99,0.01,9.2,17.6,7.6
124,0.13,11,9,7.4
103,0.02,9.3,19.4,7.8
103,0.1,9.5,15.3,7.2
80,0.1,8.6,23.2,6.8
116,0.1,10.2,15.5,7.4
87,0.1,9.9,16,7.3
119,0.01,9.7,15.6,8.1
83,0.1,9.3,18.4,7.1
124,0.01,10.9,11.3,7.6
93,0.13,9.3,18.5,7.1
100,0.02,9.1,25,7.6
75,0.96,3.9,26,6.01
120,0.93,3.6,28.5,6.09
40,0.61,5.6,28,6.1
60,0.5,3.3,27,6.6
80,0.84,3.8,28,6.8
120,0.99,2.7,27,6.95
100,0.45,5.4,26,7
90,0.86,5,22,6.3
70,0.84,4,27,5.31
92,0.96,4.5,28,5.78
100,1.3,2.3,28,6.2
150,1.3,2.1,28,6.9
130,0.78,4,30,6.38
90,1.16,3.8,24,5.6
80,0.96,3.1,27,6.4
90,0.8,2.8,27,6.6
82,0.76,3,28,6.7
100,0.96,3.2,26,7.55
80,0.48,5,28,5.7
70,0.52,5.9,23,6.2
40,0.01,7.2,27.22,6.6
60,0.01,7.6,27,6.7
40,0.01,7.9,27.22,6.7
40,0.03,7.15,26,7
40,0.01,6.9,28,6.7
30,0.01,7.6,27,7.4
50,0.01,7.4,26,7.2
65,0.01,7.5,27.22,7
45,0.02,7,27,6.5
40,0.02,7.6,27,6.4
40,0.01,7.4,27.22,6.8
50,0.01,7,26,7.3
50,0.01,6.8,26,8.2
60,0.01,7.4,28,6.6
60,0.02,6.8,27,7.6
40,0.01,7.6,27.2,6.3
50,0.02,7.3,26,7.3
50,0.01,6.4,26,6.9
200,0.01,10,27.22,7.3
60,0.02,7.4,27,6.8
40,0.02,7.1,27,6.1
50,0.01,8.2,27,6.9
50,0.03,6.3,26,6.7
48,0.01,7.4,27.22,6.6
50,0.01,7.4,26,7.4
60,0.01,7.3,26,7.3
60,0.02,6.8,26,6.8
30,0.01,6,27,7.2
50,0.01,7.2,27.22,6.6
40,0.02,7.4,26,6.9
50,0.02,8.1,27,7.3
60,0.035,7.5,27,7.5
60,0.05,6.6,26,7.3
40,0.02,7.4,26,7.4
50,0.02,7,27,6.9
50,0.02,7.4,27.22,6.5
50,0.01,7.3,26,6.9
60,0.09,7.5,27,6.8
40,0.01,7.1,26,7.3
40,0.02,7,27.22,6.7
55,0.01,7.5,26,6.6
40,0.01,6.8,26,7.3
50,0.02,7,26,6.4
55,0.01,8.4,27,7.2
50,0.01,8,26,7.2
40,0.01,7.65,27,6.8
49,0.02,6.7,27,6.9
45,0.01,6.8,27,6.8
50,0.01,7.5,27.22,6.4
60,0.05,6,27,7.5
60,0.01,7.6,27,6.8
80,0.05,6.3,27,8
70,0.1,6.3,27,6.8
70,0.01,7.8,27,7.3
60,0.01,6.9,27,7.3
90,0.01,7.7,27,6.8
50,0.01,7.5,27.22,6.6
40,0.02,6.4,26,7
75,0.05,6.9,27,7
50,0.04,5.5,27,7.4
55,0.01,7.4,27.22,7.6
70,0.04,7.4,27,7.3
70,0.01,6.5,27,9.1
40,0.01,7,27,6.8
40,0.07,8.3,27,6.6
48,0.01,6.9,27.22,6.7
50,0.01,6.9,27.22,6.7
40,0.01,7.7,27,6.7
40,0.02,7.3,26,6.9
60,0.01,7.1,26,7.3
60,0.01,7.6,27,7.2
45,0.03,6.4,27,7
48,0.01,7.1,28,6.7
50,0.01,7.2,27,7
50,0.01,6.6,27,7.1
55,0.02,6.9,27,7.5
40,0.02,7.1,27.22,6.7
40,0.01,7.35,26,6.9
45,0.05,7,27,7.9
50,0.03,6.2,27,7
40,0.09,6.7,27,6.2
40,0.01,7.2,27.22,6.5
35,0.02,7.2,27,6.8
90,0.05,6.3,27,7.3
80,0.03,6.4,27,8.1
50,0.01,7.8,27,7.4
60,0.01,7.4,27.22,7.2
60,0.01,7,27,7.2
65,0.02,7.4,28,6.7
70,0.01,7.2,27.22,7.2
50,0.01,7.5,27,6.9
70,0.01,7.1,27,7.3
55,0.02,6.7,27,7.2
35,0.01,6.2,27,6.3
45,0.06,7.7,26,6.7
45,0.01,6.9,27.22,6.7
760,0.122,5.8,29,7.9
475,0.268,6.3,28,6.3
1400,0.07,7.2,26,6.9
940,0.044,6.4,28,7.7
1040,0.02,6.2,30.6,8.1
790,0.013,8.1,25.8,8
840,0.05,7.8,26,7.9
720,0.01,7.3,25,7.75
730,0.002,6.4,29.5,7.9
67,0.1,11,15,7.7
57,0.1,10.8,14,7.8
58,0.1,10.9,13,7.6
50,0.1,10.9,13,7.4
65,0.1,10,13,6.9
65,0.1,10,13,7
65,0.1,10.2,12.8,7
65,0.1,10,12.7,7
73,0.1,9.4,11,6.8
73,0.1,9.9,11,6.9
78,0.1,10.2,11,7.2
73,0.1,9.4,10,6.7
78,0.1,9.9,16,7.6
71,0.1,9.1,11,6.8
71,0.1,9.3,12,6.8
73,0.1,9.4,13,7
65,0.23,8.4,15.5,7
65.5,0.18,8.2,15.3,6.9
65,0.17,8.1,15.3,6.8
65,0.15,8.2,15.4,6.9
94,0.1,7.6,15,6.7
78,0.1,7.5,21,6.9
74,0.1,7.5,24,7.3
87,0.1,7.4,13,6.6
62.5,0.1,9.3,12.7,7.1
63.5,0.1,9.9,14.5,8.6
63.5,0.1,10,16.1,7.6
63.5,0.1,10,18.3,7.8
55,0.1,10,13.5,6.9
60,0.1,9.2,15,6.9
65,0.1,9.1,15.5,6.8
65,0.1,10.5,16.5,6.9
65.5,0.1,10,8,7.7
60,0.1,9.2,12,7.7
53.5,0.1,9.1,12,7.8
46.5,0.1,10.5,13,7.8
65,0.1,7.8,10.5,6.6
65,0.1,7.8,10,6.5
72,0.16,7.4,15.1,6.7
72,0.11,8.6,15.1,6.8
78,0.23,8.1,24.2,7.2
60,0.11,6.1,20,7.2
60,0.1,5.9,20,7.3
60,0.1,6,20,7.4
60,0.0008,7.9,21,8.5
65,0.0008,8.5,22.9,8.6
45,0.0008,8.6,12.4,8
50,0.0008,8.5,13.9,8.6
65,0.039,10.1,15,7.3
70,0.039,10.4,16,7.4
70,0.039,10.5,17,7.6
310,0.1,8.7,20,7.6
67,0.15,6.6,16,6.7
75,0.11,7.1,17,7.6
77,0.1,8,24,8
74,0.19,8.4,14,6.3
68,0.13,8.9,14,6.3
67,0.11,8.8,15,6.3
67,0.2,8.8,14.5,6.3
65,0.28,8.4,15.2,6.1
65,0.18,7.9,15,6
65,0.23,7.1,15,6.2
67,0.27,6.5,14.7,6.3
67,0.1,8.3,15.1,6.7
67,0.1,8.3,15,6.8
82,0.1,8.3,24.9,6.9
70,0.15,9.8,18.5,6.5
72,0.16,10,18.5,6.7
66,0.13,7.9,12,7.3
67,0.15,9.1,15,7.3
67,0.15,9.2,15.5,7.4
65,0.16,8.9,15.5,7.3
70,0.1,8.5,20,6.7
90,0.12,7.9,13.9,7.4
90,0.12,7.6,15.4,7.4
70,0.12,9.1,20.6,7.4
64,0.12,9.1,20.7,7.4
65,0.046,6.4,14,7.2
60,0.046,6.6,17,7.3
62,0.046,9.6,16,6.9
70,0.046,9,16,7.2
40,0.15,10.4,12.5,7.7
45,0.026,10.8,11,7.4
40,0.015,10.6,11.5,7.2
50,0.15,10,11,5.9
40,0.094,10.1,11.5,5.7
69,0.1,9.6,14,7.2
70,0.12,9.4,13,6.9
70,0.11,9.1,13,7
70,0.1,9.2,13.5,7
69,0.17,9.1,14,6.4
55,0.17,6.9,14.5,6.7
50,0.19,7.3,14.5,6.3
56,0.1,8.7,15,6.7
56,0.1,8.4,15,6.7
54,0.11,8.4,16,6.6
56,0.1,8.6,15,6.8
70,0.1,9.6,11,6.7
70,0.1,9.9,12,7
70,0.1,10,12,7
70,0.1,10.1,12,6.9
56,0.117,9.1,15,7.5
62,0.078,10,15,7.4
65,0.039,10,13,6.9
68,0.17,8.8,14,7.2
68,0.16,9.3,14,7.2
74,0.22,9.1,17,7.3
68,0.22,10.6,14.5,7.4
70,0.015,10.8,20,8.6
60,0.015,9.1,16,8.7
73,0.23,8.1,20,7.1
75,0.23,7.8,25,7.7
76,0.22,7.9,17,6.9
74,0.22,7.6,18,6.9
66,0.23,8,13,6.7
66,0.21,8.6,19.3,6.7
67,0.16,8.7,13.8,6.8
60,0.046,8.2,16.5,7
68,0.15,7.7,14,6.7
67,0.15,7.3,15,6.9
67,0.19,7.4,15,6.9
57,0.1,8.9,13.9,7.9
56,0.1,8.5,14.2,7.9
56,0.1,8.5,14.4,7.8
56,0.1,8.4,14.4,7.8
62,0.0008,9.2,12.5,7.4
57,0.0008,9,13,7.2
53,0.0008,8,13,7.4
58,0.0008,6.5,12,7.5
30,0.015,10.6,12.5,6.4
30,0.015,10.4,12.5,6.4
35,0.028,10.5,12.5,6.5
60,0.2,9.6,12,7.2
68,0.24,9.7,14,7.2
64,0.2,10.3,13,7.3
65,0.1,10.1,11.5,7.1
63,0.12,9.8,11.5,7.1
62,0.14,10.5,11.5,7
62,0.18,11.1,14,6.9
70,0.039,9.8,20,6.3
65,0.1,6.1,15.9,7.5
60,0.1,6.3,15.9,7.5
65,0.1,8.2,16.6,7.7
65,0.1,8.4,16.7,7.7
64,0.12,8.4,14.3,6.8
64,0.1,8.3,14.4,6.8
64,0.15,8.2,14.5,6.8
64,0.12,8.4,14.5,6.8
70,0.14,9.3,11.5,7.1
70,0.1,9.8,11.5,7.1
70,0.1,9.9,11.5,7.1
270,0.21,10.3,12,7.1
70,0.039,10.3,12.3,7.2
70,0.039,11.26,12.6,7.2
70,0.039,11.45,12.5,7.2
65,0.08,11.88,12.6,7.2
64,0.1,9.5,10.5,6.6
63,0.1,10.2,10.5,6.8
64,0.1,10.2,10.5,7.1
64,0.1,10.5,11,7.1
55,0.19,10.1,12.5,7.5
50,0.214,9.9,14.5,7.5
55,0.21,10.6,15,7.4
76,0.2,9,13,6.7
76,0.23,8.9,13,6.7
76,0.18,9.9,16,7.1
78,0.22,8.5,18,7.2
62,0.0008,6.3,11,8.3
61,0.0008,5.2,12,8.3
69,0.0008,5.9,15,8.5
85,0.1,9.3,11,6.3
70,0.1,9.5,11,6.2
80,0.1,10.7,12.5,6.4
70,0.1,10.1,15,6.5
77,0.156,9.9,14.5,6.9
68,0.16,8.8,14,7
68,0.17,9,14,7.2
65,0.14,9.3,16,6.9
60,0.14,9.7,20,6.9
74,0.1,8.1,14,7.2
75,0.1,8.8,23,7.2
75,0.1,8.5,23.5,7.2
36,0.1,8.4,12,7.2
60,0.017,7.5,16,7.5
60,0.025,6.4,18,7.6
70,0.024,9,25,7.7
54,0.1,6.6,16.6,7.2
54,0.11,6.3,16.8,7.1
62,0.12,7,18.6,7.2
61,0.14,8.5,19.2,7.5
63,0.1,9.7,11.5,7.1
63,0.13,9.6,11.3,7.6
63,0.14,9.9,11.2,7.4
62,0.18,9.7,11.5,7.3
65,0.32,9,12,6.9
68,0.19,9.3,13,6.8
69,0.22,9.5,13,6.9
50,0.039,7.7,12.5,6.9
55,0.039,7.5,13.5,7.2
50,0.039,8.4,14.5,6.9
77,0.11,9.8,18.5,7.6
78,0.1,9.5,14.6,7.3
83,0.25,8.9,12,6.8
60,0.11,7.9,11,7
60,0.11,8.2,12,7
64,0.15,8.1,12.5,7
64,0.17,7.8,13,7.1
58,0.13,10.2,13,6.6
68,0.1,10.1,14,6.7
58,0.1,9.9,13,6.3
70,0.16,8.6,23.5,6.6
70,0.13,9.8,13,6.7
68,0.1,9,14,6.2
71,0.25,9.5,15.5,6.2
55.5,0.1,9.1,12.4,7
55.5,0.1,9.8,10.9,6.8
75,0.1,8.8,12,6.5
70,0.1,9.4,12,6.9
70,0.1,8.4,13.5,7.1
70,0.1,8.9,13,7.1
76,0.078,10.1,11,6.6
62,0.078,9.2,10.5,7.6
67,0.078,9.5,12,7.8
65,0.078,9.7,12,7.9
70,0.1,9.6,13,6.2
65,0.1,10.6,12,6.4
60,0.1,9.1,11.1,6.4
58,0.09,9.9,16.8,6.8
60,0.101,6.9,21,7.3
60,0.178,7.9,13,6.9
55,0.039,8,13.5,7
78,0.1,9.3,13,7.6
67,0.16,8.9,14.5,7.6
65,0.24,6.2,18,6.4
65,0.18,6.1,22,6.7
65,0.22,8.2,23,6.6
60,0.11,6.4,15.7,6.6
54,0.13,6.1,15.8,7.4
57,0.1,6.5,18,7.3
70,0.1,8.3,23.7,7.2
69,0.1,10.6,10,6.4
70,0.1,11,9.7,6.4
69,0.1,12.9,9.9,6.4
69,0.1,14,9.9,6.4
57,0.05,9.8,14,6.3
57,0.07,10.1,14,6.2
62,0.07,10.3,14.5,6.4
61,0.1,9.2,12,7.4
63,0.12,11.4,12.7,7.3
65,0.1,9.1,25.8,7.3
65,0.1,9.5,16.3,7.3
85,0.1,8.3,15,7.2
75,0.1,8.7,16,7.1
80,0.1,9.3,20.5,7.3
80,0.1,8.2,24,7.3
63.2,0.1,9.3,16,7.5
64.2,0.1,10.3,19.5,6.7
67,0.1,9,23,6.7
66,0.1,8.8,15,6.8
60,0.1,9.4,12,7.3
56,0.1,9.8,11,7.3
73,0.22,9.9,11.4,6.9
68,0.22,9.6,11.2,6.9
68,0.22,9.7,10.4,6.8
57.4,0.1,9.5,13.2,6.31
55.3,0.1,9.7,11.6,6.18
70,0.36,9.1,11.3,6.9
55,0.0008,7.4,11,6.9
50,0.0008,7.6,11,7
65,0.0008,7.8,15,6.9
60.44,0.11,10.2,21.4,8.94
65,0.127,8.18,28,7
60,0.107,7.5,18,6.6
80,0.1,6.5,13,7.3
75,0.23,6.9,14.5,7.4
75,0.19,7.6,15.5,7.2
80,0.1,8.9,19,7.4
60,0.1,7,15.5,7
55,0.12,7.1,16.5,7.1
54,0.13,7,16,7
54,0.12,7,16,7
45,0.0008,7.3,11.5,7.4
45,0.0008,6.8,11,7.4
40,0.0008,6.5,11,7.4
40,0.0008,6.3,10,7.4
60,0.1,11.4,11,7.6
60,0.1,10,11.5,7.4
60,0.18,9.7,12,7.6
60,0.13,9.8,12.5,7.7
71,0.11,9.5,11.7,6.8
64,0.1,9.3,13,6.9
71,0.11,10.1,18.8,7
70,0.1,9.5,20.4,6.9
79,0.1,8.7,15,7.1
75,0.1,8.6,17,6.9
77,0.1,8.1,19,6.9
79,0.1,9.1,24,7.3
79,0.039,9.8,15.8,7.2
76,0.039,14,19.7,7.2
63,0.039,9.2,25.8,7.5
69,0.18,8.4,22,7.7
66,0.21,8.6,22,7.7
72,0.18,8.8,22,7.5
64,0.1,9.2,11.7,7.5
75,0.21,9.3,11.7,7.6
64,0.13,9.9,14.2,7.7
64,0.14,9.5,18,7.5
65,0.015,7.98,17,7.9
70,0.015,8.96,23,8.1
75,0.1,8.7,15,7.1
75,0.1,9.5,22.5,7.3
80,0.1,8.4,24,7.4
75,0.1,8.9,15.5,7.1
75,0.12,6.5,16,7.4
75,0.1,6.5,17,7.5
70,0.11,8,19,7.4
75,0.1,8.4,24,7.3
65,0.1,9.2,12.4,6.9
67,0.1,9.3,12.3,7
65,0.14,8.9,11.8,6.8
63,0.1,8.9,11.3,6.8
85,0.12,8.7,10.9,6.3
70,0.1,7.9,11.7,6.2
72,0.1,9.7,11.6,6.4
70,0.21,9.7,11.8,6.3
80,0.1,9.35,12.3,6.2
81,0.1,9.35,11.9,6.4
77,0.12,9.55,14,6.4
71,0.1,9.85,17.4,6.4
60,0.11,9.8,13.5,7.1
60,0.1,9.7,12.9,7
60,0.1,10,19.2,7.4
60,0.1,9.9,18.1,7.4
69,0.133,9.7,14,7.3
40,0.117,10.2,14,7.3
75,0.36,8,17,6.9
70,0.3,6.6,19,7.1
86,0.21,8.3,19,7
86,0.24,8.4,19,6.8
80,0.23,5.9,19,6.9
78,0.22,7.3,19,6.9
61,0.0025,7.2,12,7.5
58,0.0016,7,13.5,7.5
59,0.0008,7.9,17,7.8
64,0.0008,7.1,18,7.7
50,0.0008,7.4,10,7.5
50,0.0008,7.1,10.5,7.6
50,0.0008,6.4,10.5,7.6
72,0.18,9.2,11.8,7.1
72,0.24,9.8,13.7,7.4
72,0.24,9.6,13.9,7.4
55,0.0008,8.2,13,7.4
50,0.0008,8.4,13,7.4
55,0.0016,8.6,17,7.4
60,0.1,9,23.5,6.8
60,0.1,8.4,22,6.7
75,0.1,10.1,21,6.9
70,0.1,9.4,19,6.8
85,0.092,8.77,25,7.6
70,0.069,8.27,19,7.7
50,0.039,9.9,11,6.5
50,0.039,9.9,11,6.6
55,0.2,7,20,6.4
59,0.25,7.9,21,6.6
58,0.29,8.1,22,6.8
58.8,0.1,7.2,15,7.2
60.8,0.1,7.3,16,6.9
62.7,0.1,9.1,19,6.9
62.7,0.1,9.3,19,7.1
55,0.038,7.6,17.9,6.3
66,0.1,9.27,11.3,6.6
68,0.12,9.92,13.9,6.6
67,0.1,9.34,11.1,6.3
65,0.1,9.1,14.5,6.7
65,0.1,10,14.5,6.5
75,0.1,10,15.5,6.5
70,0.1,10.8,20.5,6.6
80,0.12,8.1,22.4,7.1
85,0.1,8.9,16,7.1
75,0.12,7.7,12.4,7.1
70,0.16,8.5,12,7.1
542,0.03,14.6,20.6,8.8
549,0.03,14.6,20.7,9.6
411,0.03,11.5,15.5,8.1
409,0.02,9.8,15.3,8.1
439,0.01,10.6,11.2,8.1
448,0.01,9.8,11.2,8.1
493,0.02,10.3,11.5,8.2
507,0.02,9.9,11.3,8.3
507,0.03,9.7,22.3,8.1
510,0.03,11,22.2,8.1
494,0.01,12,11.5,8.5
490,0.01,11.7,11,8.5
477,0.03,11.4,14,8.3
493,0.03,11.4,14.2,8.2
417,0.02,6.9,24.6,8.2
422,0.06,7.2,24.4,8.2
406,0.03,13.1,6.4,8.1
408,0.03,13,6.2,8.1
468,0.01,12.6,19,8.1
487,0.01,12.3,18.5,8.2
350,0.01,9.2,14.6,8.2
363,0.01,8.4,14.7,8.2
404,0.06,9.7,5.2,8.5
382,0.03,11.3,5,8.3
367,0.01,7.3,23.8,7.7
361,0.01,12,23.6,8
445,0.01,12.8,7.9,8.4
448,0.02,12.8,7.6,8.4
460,0.02,13.9,13,8.3
373,0.02,9.6,23.5,8.7
369,0.01,9.7,23.3,8.7
482,0.02,11.6,23,8.1
472,0.06,11.4,23.2,8.1
542,0.02,10.1,24,8.6
547,0.03,10.3,23.8,8.6
1213,0.01,10.9,9.7,7.7
1231,0.01,11.3,5,7.6
1226,0.01,11.3,4.4,7.7
1147,0.01,11.8,6.3,7.6
1164,0.01,12.3,5,7.7
1161,0.01,12,3.9,7.9
1151,0.01,11,7.5,7.7
1165,0.01,11.1,5.2,7.8
1205,0.01,11,4.2,7.9
1.193,0.01,11.4,7,7.46
1223,0.01,9.7,15.2,7.8
1213,0.01,10.5,12.2,7.8
1216,0.01,10.8,6.2,7.8
1236,0.01,9.8,13.8,8
1230,0.02,10.8,8.8,7.8
1244,0.01,10.9,4.5,7.7
1242,0.02,11.2,4,7.7
1254,0.02,11.2,4.5,7.7
1250,0.03,10.1,4.5,7.6
1190,0.01,10.5,11.5,7.9
1200,0.02,11.6,6,7.9
1200,0.01,10.8,4,7.9
1230,0.01,12.1,4.3,7.5
1221,0.01,11.2,3.7,7.6
1203,0.01,11,3.5,7.7
1241,0.01,11.6,8.2,7.6
1222,0.01,12.3,5,7.7
1222,0.01,11.6,4,7.7
1148,0.01,10.6,7.6,7.4
1205,0.01,10.5,7.8,7.7
1.165,0.01,11.5,5.5,7.47
1179,0.01,11.7,6.2,7.8
1178,0.01,11.7,6,7.8
1181,0.01,11.4,5,7.6
1218,0.01,10.7,8.2,7.8
1.071,0.01,9.92,11.5,7.71
1228,0.01,11.8,4,7.7
1229,0.01,11,9.1,7.8
1224,0.01,12,5.2,7.7
1193,0.01,11.8,7.2,8
1176,0.01,12.1,6.4,7.7
1197,0.01,11.8,4.4,7.7
1205,0.01,10.4,12.8,7.8
1215,0.01,11.3,7,7.7
1195,0.01,11.3,4.7,7.6
1266,0.01,9.5,12.8,8
1233,0.01,10.6,8.8,7.6
1237,0.01,10.2,4,7.6
1.182,0.04,11,9,7.6
1212,0.01,10.4,11.5,7.7
1212,0.01,10.7,11,7.8
1219,0.01,10.7,9.2,7.8
1.173,0.01,11.2,12,7.53
1205,0.01,10.9,6,7.6
1209,0.01,10.9,5.5,7.6
1210,0.01,10.7,4,7.7
1242,0.02,11.3,6,7.7
1242,0.02,10,6,7.7
1241,0.01,10.9,6,7.7
1206,0.02,10.5,11.8,7.9
1201,0.01,9.9,10.8,7.9
1202,0.01,11.3,4.8,7.7
1.195,0.01,9.23,13,7.93
1225,0.1,10.4,9.6,7.5
1161,0.01,10.3,9.8,7.4
1226,0.01,11.4,8.8,7.5
1226,0.01,11.6,4.5,7.7
1226,0.01,11.6,4,7.7
1198,0.01,10.5,7.6,7.9
1.194,0.02,11.4,9.5,7.7
1208,0.01,12.5,7.4,7.8
1189,0.01,12.2,7,7.9
1169,0.01,10.7,8.8,7.8
1209,0.02,9.2,16,7.7
1211,0.02,11,9.8,7.8
1226,0.01,9.7,14.8,7.8
1227,0.01,10.4,11.2,7.8
1230,0.01,11.5,8.4,7.8
1207,0.01,11.2,4.5,7.7
1235,0.01,10.6,10,7.9
1229,0.01,10.8,7.2,7.8
1176,0.01,10.5,9,7.6
1169,0.01,10.7,7.5,7.7
1225,0.03,10.7,8.8,7.7
1240,0.01,12,4,7.7
1235,0.01,12.1,4,7.8
1167,0.01,10.2,11.2,7.9
1181,0.01,9.7,11,7.9
1.182,0.01,11.4,4,7.69
1244,0.01,12.2,5.5,7.7
1243,0.02,10.7,5,7.7
1188,0.01,11.2,6.2,8
1180,0.01,10.7,4.7,7.9
1206,0.01,11.7,4.8,7.9
1205,0.01,13,4.5,8
1235,0.01,10.9,10.1,7.6
1240,0.01,11.3,7,7.6
1175,0.01,10.8,8.1,7.8
1222,0.01,11.6,4.6,7.7
1222,0.01,11.5,4.5,7.9
1225,0.01,9.9,13.2,7.6
1225,0.02,11.4,5.8,7.6
1214,0.01,10.7,11.8,7.8
1215,0.01,10.8,10.2,7.8
1232,0.01,10,8.6,7.9
1234,0.01,10.6,6.5,7.9
1232,0.01,11.9,6,7.9
1230,0.03,11.9,5.5,7.8
1.17,0.01,10,10,7.59
1214,0.01,10.3,10,7.4
1171,0.01,10.7,7,7.8
1.116,0.01,11.27,4.5,7.15
1234,0.01,11.4,4,7.8
1238,0.01,11.4,4,7.7
1175,0.01,10.5,10,7.9
1181,0.01,10,9,8
1.173,0.01,11.5,4,7.7
1231,0.01,11,7.2,7.8
1204,0.01,12.8,4.2,7.9
1196,0.01,12.5,4,7.9
1236,0.01,11,9,7.5
1237,0.02,11.6,5.5,7.6
