created_at,entry_id,Temp,Turbidity,Dissolved O2,pH,Ammonia,Nitrate
2021-06-25 15:50:16 CET,3,27.125,100,0,6.01411,0,139
2021-06-25 15:51:50 CET,4,27.3125,100,0,6.03227,0,131
2021-06-25 15:52:10 CET,5,27.25,100,0,6.03681,0,133
2021-06-25 15:52:30 CET,6,27.25,100,0,5.87339,0,130
2021-06-25 15:52:50 CET,7,27.25,100,0,6.04135,0,126
2021-06-25 15:53:09 CET,8,27.25,100,0,6.04135,0,114
2021-06-25 15:53:29 CET,9,27.25,100,0,6.03681,0,128
2021-06-25 15:53:48 CET,10,27.25,100,0,6.03681,0,116
2021-06-25 15:54:08 CET,11,27.25,100,0,6.05043,0,129
2021-06-25 15:54:29 CET,12,27.25,100,0,6.05043,0,128
2021-06-25 15:56:02 CET,13,27.25,100,4.942,6.01865,0,158
2021-06-25 15:56:22 CET,14,27.1875,100,1.83,6.04135,0.00001,141
2021-06-25 15:57:18 CET,15,27.125,100,2.865,6.01411,0,123
2021-06-25 17:28:46 CET,16,27.125,100,4.66,6.02319,0,128
2021-06-25 17:29:06 CET,17,27.125,100,0,6.02319,0,309
2021-06-25 17:29:26 CET,18,27.125,100,0,6.03681,0,251
2021-06-25 17:30:59 CET,19,27.1875,100,13.56,6.07312,0,72
2021-06-25 17:31:19 CET,20,27.125,100,0,6.05043,0,194
2021-06-25 17:32:15 CET,21,27.1875,100,4.464,6.03681,0,87
2021-06-25 17:33:12 CET,22,27.125,100,12.301,6.0822,0.00001,65
2021-06-25 17:34:08 CET,23,27.125,100,5.246,6.02319,0,75
2021-06-25 17:34:28 CET,24,27.125,100,0,6.02319,0,114
2021-06-25 17:34:48 CET,25,27.1875,100,0,6.00957,0,99
2021-06-25 17:35:07 CET,26,27.125,100,7.106,6.03227,0.00001,103
2021-06-25 17:37:18 CET,27,27.1875,100,1.888,6.03681,0,151
2021-06-25 17:38:14 CET,28,27.125,100,0,6.03681,0,151
2021-06-25 17:38:34 CET,29,27.125,100,0,6.03227,0,115
2021-06-25 17:40:44 CET,30,27.125,100,9.942,6.03227,0.00002,48
2021-06-25 17:41:04 CET,31,27.125,100,9.971,6.03227,0.00004,97
2021-06-25 17:42:38 CET,32,27.1875,100,0,6.03227,0,209
2021-06-25 17:44:13 CET,33,27.1875,100,0,6.03681,0,111
2021-06-25 17:44:34 CET,34,27.1875,100,0,6.03227,0,138
2021-06-25 17:44:53 CET,35,27.1875,100,4.226,6.01411,0,64
2021-06-25 17:45:13 CET,36,27.125,100,7.301,6.02773,0.00027,103
2021-06-25 17:47:23 CET,37,27.125,100,1.801,6.03227,0,65
2021-06-25 17:47:43 CET,38,27.125,100,4.66,6.02319,0,193
2021-06-25 17:48:03 CET,39,27.125,100,0,6.01865,0,190
2021-06-25 17:48:22 CET,40,27.125,100,0,6.03227,0,247
2021-06-25 17:48:42 CET,41,27.125,100,1.83,6.03227,0,75
2021-06-25 17:50:15 CET,42,27.1875,100,0,6.04135,0,113
2021-06-25 17:50:34 CET,43,27.125,100,5.42,6.02319,0.00001,72
2021-06-25 17:50:54 CET,44,27.125,100,0,6.03681,0,113
2021-06-25 17:51:14 CET,45,27.125,100,0,6.05497,0,114
2021-06-25 17:52:10 CET,46,27.125,100,4.16,6.03681,0,64
2021-06-25 17:53:07 CET,47,27.125,100,0,6.03227,0,64
2021-06-25 17:55:17 CET,48,27.125,100,0,6.03227,0,111
2021-06-25 17:55:37 CET,49,27.125,100,1.49,6.03227,0,126
2021-06-25 17:56:33 CET,50,27.1875,100,0,6.01865,0,95
2021-06-25 17:56:53 CET,51,27.125,100,0,6.03227,0,106
2021-06-25 17:57:12 CET,52,27.125,100,0,6.02319,0,217
2021-06-25 17:57:32 CET,53,27.125,100,0,6.02773,0,213
2021-06-25 17:57:51 CET,54,27.1875,100,1.331,6.02319,0,49
2021-06-25 17:58:11 CET,55,27.125,100,0.412,6.02319,0.00002,191
2021-06-25 17:58:31 CET,56,27.125,100,0,6.03227,0,199
2021-06-25 18:00:04 CET,57,27.1875,100,0,6.01411,0,137
2021-06-25 18:01:38 CET,58,27.1875,100,0,6.02319,0,240
2021-06-25 18:01:57 CET,59,27.125,100,0,6.03681,0,99
2021-06-25 18:02:17 CET,60,27.125,100,0,6.04135,0,80
2021-06-25 18:02:36 CET,61,27.1875,100,0.759,6.03681,0,226
2021-06-25 18:02:56 CET,62,27.125,100,0,6.03681,0,112
2021-06-25 18:03:52 CET,63,27.125,100,0,6.02319,0,54
2021-06-25 18:04:12 CET,64,27.125,100,0,6.02773,0,98
2021-06-25 18:04:31 CET,65,27.125,100,0,6.03681,0,53
2021-06-25 18:06:05 CET,66,27.125,100,21.651,6.01865,0,30
2021-06-25 18:07:01 CET,67,27.125,100,0,6.03227,0,133
2021-06-25 18:07:57 CET,68,27.125,100,0.282,6.02319,0,55
2021-06-25 18:08:16 CET,69,27.125,100,2.648,6.03227,0,193
2021-06-25 18:09:50 CET,70,27.125,100,0,6.03681,0,86
2021-06-25 18:11:23 CET,71,27.1875,100,0,6.05043,0,85
2021-06-25 18:11:43 CET,72,27.125,100,13.134,6.05497,0,42
2021-06-25 18:13:35 CET,73,27.125,100,2.055,6.03227,0,48
2021-06-25 18:16:22 CET,74,27.125,100,0,6.03227,0,39
2021-06-25 18:17:56 CET,75,27.1875,100,0,6.03227,0.00001,107
2021-06-25 18:18:16 CET,76,27.125,100,1.823,6.04135,0,28
2021-06-25 18:18:35 CET,77,27.125,100,0,6.05497,0,139
2021-06-25 18:18:55 CET,78,27.125,100,0,6.03681,0,87
2021-06-25 18:19:51 CET,79,27.125,100,0,6.03227,0,66
2021-06-25 18:20:11 CET,80,27.1875,100,0,6.03227,0,38
2021-06-25 18:20:30 CET,81,27.125,100,0,6.05497,0,17
2021-06-25 18:20:50 CET,82,27.125,100,0,6.05043,0,37
2021-06-25 18:21:10 CET,83,27.125,100,8.936,6.03681,0.00003,16
2021-06-25 18:22:06 CET,84,27.125,100,2.359,6.06858,0,16
2021-06-25 18:22:25 CET,85,27.125,100,15.015,6.04135,0.00002,45
2021-06-25 18:23:59 CET,86,27.1875,100,0,6.03681,0,101
2021-06-25 18:24:18 CET,87,27.125,100,12.641,6.03681,0.00008,31
2021-06-25 18:25:15 CET,88,27.125,100,0,6.04135,0,189
2021-06-25 18:26:11 CET,89,27.125,100,0,6.04135,0,203
2021-06-25 18:26:31 CET,90,27.125,100,2.38,6.05043,0,67
2021-06-25 18:26:51 CET,91,27.125,100,12.2,6.03681,0.00001,47
2021-06-25 18:27:10 CET,92,27.125,100,0.701,6.05043,0,137
2021-06-25 18:28:44 CET,93,27.125,100,0,6.03227,0,85
2021-06-25 18:30:17 CET,94,27.125,100,7.931,6.05043,0,1
2021-06-25 18:31:14 CET,95,27.125,100,3.249,6.03227,0,31
2021-06-25 18:32:47 CET,96,27.125,100,0,6.03681,0,69
2021-06-25 18:33:07 CET,97,27.0625,100,0.521,6.0822,0,0
2021-06-25 18:33:26 CET,98,27.125,100,1.244,6.05043,0,183
2021-06-25 18:33:46 CET,99,27.0625,100,0,6.02319,0,8
2021-06-25 18:34:24 CET,100,27.125,100,6.498,6.03227,0,3
2021-06-25 18:34:44 CET,101,27.125,100,6.302,6.07766,0,16
2021-06-25 18:35:40 CET,102,27.0625,100,2.207,6.03227,0,25
2021-06-25 18:38:28 CET,103,27.1875,100,0,6.05497,0,70
2021-06-25 18:40:01 CET,104,27.1875,100,0,6.02773,0,31
2021-06-25 18:40:21 CET,105,27.125,100,0,6.03681,0,192
2021-06-25 18:40:40 CET,106,27.125,100,0,6.03681,0,162
2021-06-25 18:41:00 CET,107,27.125,100,10.405,6.00957,0.00003,22
2021-06-25 18:41:19 CET,108,27.125,100,0,6.04135,0,28
2021-06-25 18:41:39 CET,109,27.125,100,0,6.03227,0,205
2021-06-25 18:42:54 CET,110,27.125,100,0,6.05043,0,43
2021-06-25 18:43:13 CET,111,27.125,100,0.455,6.04135,0,80
2021-06-25 18:43:33 CET,112,27.1875,100,1.881,6.01411,0,75
2021-06-26 16:37:15 CET,113,26.0625,100,12.435,5.97326,0.00001,0
2021-06-27 00:05:12 CET,114,25.25,100,0,6.05043,0,31
2021-06-28 09:35:23 CET,115,23.9375,100,0,6.16845,7.6301,2473